airline_sentiment,negativereason,sex,age
neutral,Well service is ok,female,4
negative,Late Flight,female,20
negative,Customer Service Issue,female,5
negative,Lost Luggage,female,2
negative,Lost Luggage,female,13
negative,Customer Service Issue,female,1
negative,Late Flight,female,13
negative,Late Flight,male,7
negative,Can't Tell,female,26
negative,Late Flight,male,24
negative,Late Flight,male,8
negative,longlines,female,19
positive,Well service is ok,male,4
negative,Customer Service Issue,female,13
negative,Lost Luggage,male,28
positive,Well service is ok,female,21
negative,Customer Service Issue,female,4
neutral,Well service is ok,female,8
negative,Can't Tell,male,8
negative,Customer Service Issue,male,26
positive,Well service is ok,male,18
negative,Flight Attendant Complaints,female,2
neutral,Well service is ok,male,5
negative,Lost Luggage,male,5
negative,Late Flight,male,11
neutral,Well service is ok,female,16
negative,Customer Service Issue,female,6
neutral,Well service is ok,female,20
negative,Flight Attendant Complaints,female,15
positive,Well service is ok,female,12
negative,Bad Flight,female,20
negative,Customer Service Issue,female,9
positive,Well service is ok,male,12
negative,Customer Service Issue,female,7
negative,Customer Service Issue,male,6
negative,Customer Service Issue,male,11
negative,Flight Attendant Complaints,female,1
neutral,Well service is ok,female,1
negative,Customer Service Issue,female,7
negative,Bad Flight,male,22
negative,Bad Flight,female,1
negative,Customer Service Issue,female,12
negative,Late Flight,female,24
negative,Customer Service Issue,female,24
negative,Late Flight,male,1
negative,Late Flight,male,24
negative,Late Flight,male,11
negative,Cancelled Flight,female,4
negative,Late Flight,male,17
negative,Late Flight,female,13
neutral,Well service is ok,male,24
negative,Late Flight,male,21
positive,Well service is ok,female,2
negative,Late Flight,male,26
negative,Late Flight,male,26
negative,Bad Flight,male,9
negative,Can't Tell,male,1
negative,Can't Tell,female,22
positive,Well service is ok,male,23
negative,Flight Attendant Complaints,female,18
negative,Late Flight,male,23
negative,Late Flight,female,5
negative,Can't Tell,female,10
neutral,Well service is ok,male,29
negative,Lost Luggage,male,19
neutral,Well service is ok,female,7
negative,Can't Tell,female,30
negative,Late Flight,female,24
neutral,Well service is ok,male,1
negative,Customer Service Issue,female,16
negative,Late Flight,male,1
negative,Late Flight,female,1
negative,Customer Service Issue,female,13
negative,Flight Attendant Complaints,female,21
negative,Customer Service Issue,female,2
negative,Late Flight,female,5
neutral,Well service is ok,male,4
negative,Late Flight,male,16
neutral,Well service is ok,male,1
negative,longlines,male,26
negative,Flight Booking Problems,female,11
negative,longlines,male,17
negative,Cancelled Flight,male,12
negative,Cancelled Flight,male,19
negative,Cancelled Flight,female,24
negative,Late Flight,female,14
negative,Cancelled Flight,female,9
negative,Lost Luggage,male,28
neutral,Well service is ok,female,19
negative,Bad Flight,male,26
negative,Late Flight,male,3
negative,Late Flight,male,13
negative,Customer Service Issue,female,5
negative,Cancelled Flight,male,1
negative,Lost Luggage,male,1
negative,Customer Service Issue,female,21
negative,Late Flight,female,14
negative,longlines,male,2
negative,Late Flight,male,28
negative,Late Flight,male,14
neutral,Well service is ok,female,2
negative,Late Flight,female,26
negative,Customer Service Issue,female,29
negative,Customer Service Issue,female,25
negative,Late Flight,female,21
negative,Late Flight,female,13
negative,Lost Luggage,male,9
negative,longlines,female,24
negative,Damaged Luggage,male,25
negative,Customer Service Issue,female,7
negative,longlines,male,25
neutral,Well service is ok,male,24
negative,Lost Luggage,female,28
neutral,Well service is ok,female,6
negative,Can't Tell,male,12
negative,Customer Service Issue,female,2
negative,Late Flight,female,28
negative,Can't Tell,female,7
positive,Well service is ok,male,4
negative,Flight Booking Problems,female,5
negative,Late Flight,male,4
negative,Late Flight,male,8
negative,Customer Service Issue,female,27
negative,Customer Service Issue,male,7
negative,Can't Tell,male,10
negative,Bad Flight,female,23
negative,Customer Service Issue,male,24
negative,Lost Luggage,female,3
negative,Late Flight,male,1
neutral,Well service is ok,female,19
negative,Bad Flight,female,19
negative,Flight Booking Problems,female,1
negative,Customer Service Issue,female,26
negative,longlines,female,10
negative,Flight Attendant Complaints,female,30
negative,Cancelled Flight,male,15
neutral,Well service is ok,female,1
negative,Customer Service Issue,male,26
negative,Customer Service Issue,female,30
negative,Cancelled Flight,male,21
negative,Bad Flight,male,11
negative,Cancelled Flight,male,4
negative,Customer Service Issue,female,11
negative,Flight Attendant Complaints,female,12
negative,Late Flight,male,14
negative,Late Flight,male,6
positive,Well service is ok,female,8
negative,Late Flight,female,13
negative,Cancelled Flight,male,24
negative,Customer Service Issue,male,24
negative,Can't Tell,female,2
negative,Cancelled Flight,male,25
negative,Customer Service Issue,male,3
negative,Flight Attendant Complaints,male,27
negative,Customer Service Issue,female,27
negative,Customer Service Issue,male,24
negative,Can't Tell,female,18
negative,Flight Attendant Complaints,female,7
negative,Lost Luggage,female,1
negative,Flight Attendant Complaints,male,3
neutral,Well service is ok,female,7
negative,Late Flight,female,26
neutral,Well service is ok,female,14
negative,Customer Service Issue,male,28
negative,Cancelled Flight,male,13
negative,Flight Attendant Complaints,female,14
negative,Late Flight,male,9
negative,Lost Luggage,male,9
negative,Late Flight,female,13
neutral,Well service is ok,male,3
negative,Cancelled Flight,male,23
neutral,Well service is ok,male,30
negative,Customer Service Issue,female,4
negative,longlines,female,2
neutral,Well service is ok,male,23
negative,Late Flight,female,29
negative,Flight Attendant Complaints,female,25
neutral,Well service is ok,male,21
negative,Flight Booking Problems,male,23
negative,Lost Luggage,male,8
negative,Customer Service Issue,female,20
negative,Customer Service Issue,female,29
positive,Well service is ok,male,17
negative,Customer Service Issue,female,15
negative,Can't Tell,male,15
negative,Customer Service Issue,female,28
negative,Customer Service Issue,male,19
negative,Flight Booking Problems,male,13
neutral,Well service is ok,female,30
negative,Late Flight,female,19
negative,Can't Tell,female,14
negative,Customer Service Issue,female,1
negative,Late Flight,female,23
negative,Customer Service Issue,female,8
negative,Customer Service Issue,male,12
negative,Lost Luggage,male,3
negative,Customer Service Issue,male,12
negative,Late Flight,female,22
negative,Customer Service Issue,female,4
negative,Cancelled Flight,male,21
positive,Well service is ok,female,12
negative,Customer Service Issue,female,13
negative,Flight Attendant Complaints,male,22
neutral,Well service is ok,female,5
negative,longlines,male,3
negative,Customer Service Issue,female,13
negative,Late Flight,female,8
negative,Flight Attendant Complaints,male,30
negative,Lost Luggage,male,20
negative,Late Flight,female,10
negative,Flight Attendant Complaints,male,10
negative,Lost Luggage,female,18
negative,Flight Attendant Complaints,female,15
neutral,Well service is ok,male,3
negative,Customer Service Issue,male,28
neutral,Well service is ok,female,3
negative,Late Flight,male,7
negative,Customer Service Issue,male,18
negative,longlines,male,1
negative,Customer Service Issue,male,10
negative,Customer Service Issue,female,3
negative,Customer Service Issue,female,10
negative,Late Flight,male,20
negative,Can't Tell,male,2
neutral,Well service is ok,male,27
negative,Customer Service Issue,female,6
negative,Customer Service Issue,female,23
negative,Customer Service Issue,female,27
negative,Flight Attendant Complaints,female,25
negative,Cancelled Flight,male,16
negative,Customer Service Issue,male,6
negative,Customer Service Issue,male,4
negative,Lost Luggage,female,6
negative,Can't Tell,female,27
neutral,Well service is ok,female,12
negative,Customer Service Issue,male,28
negative,Customer Service Issue,female,18
negative,Lost Luggage,male,15
negative,Cancelled Flight,male,7
negative,Customer Service Issue,male,28
negative,Customer Service Issue,female,24
negative,Can't Tell,female,11
negative,Late Flight,female,7
neutral,Well service is ok,female,7
negative,Late Flight,female,16
negative,Can't Tell,female,22
neutral,Well service is ok,male,29
negative,Customer Service Issue,female,21
negative,Cancelled Flight,male,17
negative,Late Flight,male,3
negative,Cancelled Flight,male,23
negative,Cancelled Flight,female,28
negative,Customer Service Issue,female,22
negative,Late Flight,female,3
positive,Well service is ok,female,5
negative,Bad Flight,female,15
neutral,Well service is ok,female,9
negative,Cancelled Flight,male,7
negative,Customer Service Issue,female,6
negative,Cancelled Flight,male,10
negative,Late Flight,male,7
negative,Cancelled Flight,female,12
negative,Bad Flight,male,16
negative,Can't Tell,male,26
negative,Late Flight,male,24
negative,Customer Service Issue,male,13
negative,Cancelled Flight,male,21
negative,Late Flight,male,29
negative,Flight Attendant Complaints,male,6
negative,Customer Service Issue,female,13
negative,Cancelled Flight,male,17
negative,Customer Service Issue,female,15
positive,Well service is ok,female,28
negative,Customer Service Issue,female,7
negative,Late Flight,female,4
negative,Late Flight,male,5
negative,Can't Tell,female,7
negative,Customer Service Issue,female,12
negative,Customer Service Issue,male,26
negative,Customer Service Issue,female,29
negative,Late Flight,male,3
negative,Can't Tell,female,24
neutral,Well service is ok,male,13
negative,Customer Service Issue,male,11
neutral,Well service is ok,male,17
negative,Can't Tell,male,7
negative,Customer Service Issue,male,2
negative,Flight Attendant Complaints,male,22
negative,Late Flight,female,22
negative,Late Flight,female,15
negative,Customer Service Issue,male,13
negative,Customer Service Issue,male,3
neutral,Well service is ok,female,26
negative,Customer Service Issue,male,18
neutral,Well service is ok,male,16
negative,Customer Service Issue,male,11
negative,Lost Luggage,male,14
negative,Customer Service Issue,female,11
neutral,Well service is ok,female,23
negative,Customer Service Issue,female,29
negative,Cancelled Flight,male,6
negative,Cancelled Flight,female,5
negative,Late Flight,male,3
negative,Can't Tell,male,7
negative,Can't Tell,male,19
negative,Customer Service Issue,male,28
negative,Customer Service Issue,female,2
negative,Lost Luggage,male,4
negative,Customer Service Issue,female,22
negative,Can't Tell,male,20
negative,Damaged Luggage,male,25
negative,longlines,male,19
negative,Customer Service Issue,male,25
negative,Late Flight,female,25
negative,Customer Service Issue,male,28
negative,Late Flight,female,5
negative,Lost Luggage,male,21
negative,Customer Service Issue,male,28
negative,longlines,female,12
negative,Late Flight,male,13
negative,Customer Service Issue,male,23
negative,Customer Service Issue,female,11
negative,Late Flight,male,2
negative,Customer Service Issue,male,3
negative,Customer Service Issue,male,15
negative,Late Flight,female,2
negative,Cancelled Flight,female,20
negative,Late Flight,male,22
negative,Late Flight,female,26
negative,Customer Service Issue,male,1
negative,Customer Service Issue,male,27
neutral,Well service is ok,female,28
negative,Bad Flight,male,11
negative,Customer Service Issue,female,7
negative,Customer Service Issue,female,5
negative,longlines,male,23
